PARTY,Q2A_C,Q2A_D,Q2A_F,Q2B_A,Q2B_B,Q2B_C,Q2B_D,Q2B_E,Q2B_F,Q2B_G,Q2B_H,Q2B_I,Q2B_J,Q2B_K,Q2B_L,Q2B_M,Q2B_N,Q2B_O,Q2B_P,demFav,Q2A_A,Q2A_B,Q2A_E,repFav,cDemFav,zDemFav,zRepFav
Independent,2,NA,2,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2,2,2,3,0.417138516,0.520379109,1.26601897
NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,4,-1.332861484,-1.662740901,2.522955068
Independent,4,NA,1,NA,4,4,NA,NA,4,NA,NA,NA,4,NA,4,4,NA,4,1,1.6,2,3,3,2.333333333,-0.732861484,-0.914242611,0.428061571
Republican,4,4,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,2,-1.332861484,-1.662740901,0.009082872
Independent,3,NA,2,2,4,2,NA,3,2,NA,NA,3,NA,NA,2,NA,NA,NA,NA,2.444444444,4,3,4,1.333333333,0.111582961,0.139199425,-0.828874527
Democrat,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,4,NA,4,1,1.000471849,1.248085779,-1.247853227
Independent,3,3,2,4,4,3,3,3,4,3,3,NA,3,NA,NA,NA,3,NA,4,1.785714286,2,NA,3,2.5,-0.547147198,-0.68256457,0.637550921
Republican,3,4,3,3,NA,NA,4,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1.5,2,NA,2,3,-0.832861484,-1.038992326,1.26601897
Independent,2,NA,2,2,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.833333333,2,NA,2,3,0.500471849,0.624337205,1.26601897
Independent,2,2,1,2,2,1,1,2,1,NA,NA,3,NA,3,NA,2,NA,NA,3,3.076923077,4,NA,4,1,0.744061593,0.928214716,-1.247853227
Independent,2,NA,1,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,3.111111111,3,NA,4,1.5,0.778249627,0.970864191,-0.619385178
Democrat,2,NA,1,2,3,1,3,2,1,2,NA,2,NA,NA,1,2,2,NA,NA,3.153846154,4,2,4,1.666666667,0.82098467,1.024176035,-0.409895828
Independent,2,NA,1,2,3,3,3,3,2,NA,3,3,NA,NA,3,NA,3,NA,3,2.384615385,4,2,4,1.666666667,0.051753901,0.064562844,-0.409895828
Independent,NA,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,2,0.667138516,0.832253397,0.009082872
Democrat,1,2,1,2,3,NA,2,2,2,3,3,NA,NA,3,NA,NA,4,NA,2,2.692307692,4,NA,2,2,0.359446208,0.44840812,0.009082872
Independent,4,NA,4,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,4,4,2,-0.832861484,-1.038992326,0.009082872
Democrat,2,NA,2,2,1,1,1,2,1,NA,NA,2,NA,2,2,NA,NA,3,2,3.230769231,4,NA,4,1,0.897907747,1.120137354,-1.247853227
Democrat,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,4,NA,4,1,1.000471849,1.248085779,-1.247853227
Democrat,2,2,1,2,2,2,2,3,2,NA,NA,NA,NA,NA,2,2,NA,4,2,2.846153846,4,NA,4,1,0.513292362,0.640330758,-1.247853227
Democrat,3,NA,2,3,3,3,2,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2.333333333,4,3,3,1.666666667,0.000471849,0.000588631,-0.409895828
Independent,3,NA,3,2,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,4,3,4,1.333333333,0.000471849,0.000588631,-0.828874527
Independent,2,3,2,1,4,3,4,4,3,NA,NA,NA,2,2,NA,4,4,NA,2,2.142857143,3,NA,3,2,-0.190004341,-0.237029874,0.009082872
Other,3,1,2,4,2,3,3,1,1,NA,NA,NA,NA,NA,NA,4,NA,3,NA,2.545454545,4,NA,4,1,0.212593062,0.265209238,-1.247853227
Independent,3,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,2,-0.332861484,-0.415243752,0.009082872
Democrat,3,NA,1,2,2,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,NA,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Democrat,1,NA,1,1,2,3,1,2,1,4,1,NA,NA,NA,4,NA,NA,3,4,2.846153846,4,4,4,1,0.513292362,0.640330758,-1.247853227
Republican,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,4,4,NA,1,1,NA,4,2.5,-1.332861484,-1.662740901,0.637550921
Independent,1,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,4,3,4,1.333333333,1.267138516,1.580751686,-0.828874527
Republican,3,NA,3,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2,3,3,2.333333333,0.267138516,0.333254537,0.428061571
Republican,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2,3,3,2.333333333,-1.132861484,-1.413241471,0.428061571
Independent,4,2,2,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714285714,2,NA,3,2.5,0.38142423,0.47582564,0.637550921
Independent,4,4,3,4,4,4,4,4,4,NA,NA,4,4,NA,4,4,NA,4,NA,1.071428571,2,NA,2,3,-1.261432912,-1.573633961,1.26601897
Republican,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,4,2.5,-1.332861484,-1.662740901,0.637550921
Republican,4,4,4,4,4,NA,4,4,4,3,NA,4,NA,NA,NA,3,NA,3,NA,1.25,1,NA,3,3,-1.082861484,-1.350866613,1.26601897
Republican,4,4,3,4,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.5,2,NA,3,2.5,-0.832861484,-1.038992326,0.637550921
Republican,4,NA,3,4,4,NA,4,4,4,NA,4,4,4,NA,NA,4,NA,NA,4,1.083333333,2,3,3,2.333333333,-1.249528151,-1.558782805,0.428061571
Other,4,NA,2,NA,3,3,3,1,3,NA,4,4,4,4,4,NA,NA,NA,NA,1.75,1,4,4,2,-0.582861484,-0.727118039,0.009082872
Independent,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,4,NA,4,NA,1.090909091,2,NA,2,3,-1.241952393,-1.549332069,1.26601897
Democrat,3,NA,2,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,3.1,4,3,2,2,0.767138516,0.957003111,0.009082872
Independent,4,NA,3,3,4,3,4,4,4,4,NA,NA,NA,4,3,4,4,NA,NA,1.307692308,2,3,3,2.333333333,-1.025169176,-1.278895624,0.428061571
Republican,3,NA,2,2,2,2,2,2,2,3,3,3,3,NA,NA,3,NA,NA,NA,2.538461538,2,3,2,2.666666667,0.205600055,0.256485482,0.84704027
Independent,3,NA,2,2,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2.625,3,2,3,2.333333333,0.292138516,0.364441966,0.428061571
Other,3,NA,2,4,3,1,3,2,2,NA,3,NA,1,4,NA,NA,NA,NA,NA,2.454545455,3,2,4,2,0.121683971,0.151800406,0.009082872
Republican,3,3,3,4,4,4,4,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.3,3,NA,3,2,-1.032861484,-1.288491756,0.009082872
Democrat,2,3,1,1,3,2,3,1,2,3,3,NA,NA,NA,3,NA,3,2,NA,2.714285714,4,NA,2,2,0.38142423,0.47582564,0.009082872
Independent,4,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,1,0.667138516,0.832253397,-1.247853227
Independent,3,NA,2,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.833333333,2,2,2,3,0.500471849,0.624337205,1.26601897
Democrat,4,NA,2,2,4,NA,1,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,4,4,1,-0.082861484,-0.103369465,-1.247853227
Independent,4,2,1,1,4,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,4,NA,3,1.5,-0.332861484,-0.415243752,-0.619385178
Democrat,2,1,1,2,4,4,2,1,2,4,4,NA,NA,NA,NA,4,NA,4,4,2.214285714,4,NA,3,1.5,-0.11857577,-0.147922934,-0.619385178
Democrat,3,3,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.777777778,3,NA,3,2,0.444916294,0.555031808,0.009082872
Independent,4,2,2,4,3,NA,3,4,4,NA,NA,3,NA,NA,NA,2,NA,NA,NA,1.9,4,NA,3,1.5,-0.432861484,-0.539993467,-0.619385178
Democrat,2,NA,1,4,3,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,4,2,2,2.333333333,-0.207861484,-0.259306608,0.428061571
Independent,4,4,3,3,4,4,4,4,4,3,NA,NA,NA,3,4,NA,4,NA,NA,1.307692308,2,NA,3,2.5,-1.025169176,-1.278895624,0.637550921
Democrat,4,3,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2,NA,3,2.5,0.067138516,0.083755107,0.637550921
Independent,4,4,4,NA,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,4,2,-1.332861484,-1.662740901,0.009082872
Democrat,2,NA,1,2,2,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1.666666667,0.667138516,0.832253397,-0.409895828
Democrat,3,4,3,3,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1.5,3,NA,4,1.5,-0.832861484,-1.038992326,-0.619385178
Democrat,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,4,4,4,4,1,1.667138516,2.079750545,-1.247853227
Other,4,NA,2,2,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2.333333333,4,4,4,1,0.000471849,0.000588631,-1.247853227
Republican,3,NA,4,4,4,4,4,4,4,NA,4,NA,4,4,NA,4,4,NA,NA,1.076923077,1,3,2,3,-1.255938407,-1.566779582,1.26601897
Democrat,2,NA,1,1,2,2,3,3,2,NA,4,NA,2,2,NA,2,NA,4,NA,2.692307692,4,3,4,1.333333333,0.359446208,0.44840812,-0.828874527
Independent,4,4,4,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,4,2,-0.932861484,-1.163742041,0.009082872
Democrat,2,NA,1,1,2,2,3,2,2,NA,NA,3,4,NA,1,NA,3,NA,NA,2.833333333,4,3,4,1.333333333,0.500471849,0.624337205,-0.828874527
Republican,4,NA,3,4,4,4,3,4,4,NA,NA,4,4,4,NA,NA,4,NA,4,1.153846154,2,3,3,2.333333333,-1.17901533,-1.470818262,0.428061571
Independent,4,NA,2,2,3,2,2,3,3,NA,NA,3,NA,NA,NA,3,NA,NA,3,2.272727273,4,NA,3,1.5,-0.060134211,-0.075017257,-0.619385178
Democrat,2,2,2,3,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2.5,4,NA,3,1.5,0.167138516,0.208504822,-0.619385178
Republican,3,NA,2,2,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.285714286,2,NA,2,3,-0.047147198,-0.058815995,1.26601897
Republican,4,4,4,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,3,-1.332861484,-1.662740901,1.26601897
Democrat,2,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,2,3,2,NA,NA,NA,3,4,3,3,1.666666667,0.667138516,0.832253397,-0.409895828
Independent,1,2,1,2,2,2,2,2,1,NA,2,NA,NA,NA,2,2,NA,NA,NA,3.25,4,NA,4,1,0.917138516,1.144127684,-1.247853227
Independent,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,2,NA,NA,NA,2.833333333,4,NA,3,1.5,0.500471849,0.624337205,-0.619385178
Independent,4,4,4,4,4,4,4,4,4,NA,NA,4,4,NA,NA,4,NA,4,4,1,2,NA,4,2,-1.332861484,-1.662740901,0.009082872
Republican,4,3,4,4,NA,3,4,3,4,NA,NA,NA,2,NA,3,4,NA,2,NA,1.666666667,1,NA,2,3.5,-0.666194817,-0.831076135,1.894487019
Republican,4,NA,4,4,4,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,1,4,2,2,2.333333333,-1.332861484,-1.662740901,0.428061571
Independent,3,3,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,NA,3,1.5,0.467138516,0.582753967,-0.619385178
Independent,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,4,1,-0.332861484,-0.415243752,-1.247853227
Independent,4,NA,3,4,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,3,3,2.333333333,-0.832861484,-1.038992326,0.428061571
Democrat,3,1,1,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166666667,4,NA,NA,1,0.833805183,1.040169588,-1.247853227
Republican,4,4,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,4,NA,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Democrat,1,NA,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.25,4,NA,4,1,0.917138516,1.144127684,-1.247853227
Independent,2,3,2,1,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,1.5,0.667138516,0.832253397,-0.619385178
Democrat,2,2,1,2,3,3,2,1,1,3,NA,3,NA,NA,3,3,NA,3,NA,2.714285714,4,NA,4,1,0.38142423,0.47582564,-1.247853227
Republican,3,3,3,3,3,3,3,4,4,3,NA,3,NA,3,3,3,NA,NA,NA,1.857142857,2,NA,3,2.5,-0.475718627,-0.59345763,0.637550921
Democrat,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,3,NA,2,2.5,0.417138516,0.520379109,0.637550921
Republican,3,NA,3,4,4,4,4,4,4,NA,4,4,NA,4,4,NA,NA,NA,4,1.153846154,2,NA,NA,3,-1.17901533,-1.470818262,1.26601897
Democrat,2,NA,1,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,2,3.090909091,4,3,3,1.666666667,0.758047607,0.945662228,-0.409895828
Democrat,4,NA,3,4,3,NA,4,3,3,3,NA,NA,3,3,NA,NA,3,NA,3,1.75,2,3,3,2.333333333,-0.582861484,-0.727118039,0.428061571
Independent,4,2,1,3,2,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.555555556,4,NA,4,1,0.222694072,0.277810219,-1.247853227
Democrat,2,NA,1,2,2,2,2,2,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3.1,4,NA,4,1,0.767138516,0.957003111,-1.247853227
Independent,4,4,4,3,3,3,4,3,4,NA,3,NA,NA,NA,NA,NA,3,3,NA,1.583333333,1,NA,2,3.5,-0.749528151,-0.935034231,1.894487019
Independent,2,NA,1,2,2,1,1,3,2,NA,NA,NA,NA,2,2,NA,NA,3,2,3.083333333,4,3,4,1.333333333,0.750471849,0.936211492,-0.828874527
Other,NA,NA,2,2,2,NA,NA,3,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,2.666666667,4,NA,NA,1,0.333805183,0.416421014,-1.247853227
Democrat,4,3,1,1,3,3,3,2,3,NA,3,3,NA,NA,NA,3,3,3,NA,2.285714286,4,NA,3,1.5,-0.047147198,-0.058815995,-0.619385178
Independent,3,4,2,3,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833333333,3,NA,2,2.5,-0.499528151,-0.623159943,0.637550921
Democrat,2,1,1,2,NA,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3.555555556,4,NA,4,1,1.222694072,1.525307368,-1.247853227
Democrat,2,NA,2,2,2,2,2,2,2,2,2,NA,2,2,NA,NA,NA,NA,2,3,4,2,3,2,0.667138516,0.832253397,0.009082872
Democrat,2,NA,1,2,3,3,1,2,3,2,NA,3,NA,3,NA,NA,3,NA,2,2.692307692,4,3,3,1.666666667,0.359446208,0.44840812,-0.409895828
Independent,1,NA,1,1,NA,NA,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3.571428571,4,NA,3,1.5,1.238567088,1.54510891,-0.619385178
Democrat,2,2,1,2,NA,NA,3,2,1,NA,NA,NA,2,NA,NA,3,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,NA,1,2,2,2,1,2,2,NA,NA,4,NA,NA,3,NA,4,NA,3,2.666666667,4,2,4,1.666666667,0.333805183,0.416421014,-0.409895828
Democrat,2,2,1,2,1,2,2,2,1,NA,2,NA,3,2,NA,NA,NA,NA,2,3.153846154,4,NA,4,1,0.82098467,1.024176035,-1.247853227
Independent,4,4,4,4,3,NA,3,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1.444444444,2,NA,3,2.5,-0.888417039,-1.108297723,0.637550921
Republican,3,NA,2,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4,3,3,1.666666667,-0.532861484,-0.664743182,-0.409895828
Democrat,2,NA,1,2,1,1,2,2,2,NA,NA,NA,3,2,2,NA,NA,2,3,3.076923077,4,3,4,1.333333333,0.744061593,0.928214716,-0.828874527
Independent,4,4,3,3,3,4,4,4,4,NA,2,4,NA,NA,3,4,NA,NA,NA,1.461538462,3,NA,3,2,-0.871323022,-1.086972986,0.009082872
Democrat,4,NA,1,3,NA,NA,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,4,3,3,1.666666667,-0.166194817,-0.207327561,-0.409895828
Independent,2,2,1,2,2,2,2,2,2,2,NA,2,NA,2,NA,2,NA,NA,2,3.071428571,3,NA,2,2.5,0.738567088,0.921360336,0.637550921
Independent,3,NA,2,2,3,NA,2,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.75,4,3,4,1.333333333,0.417138516,0.520379109,-0.828874527
Democrat,2,NA,2,1,2,2,2,1,1,NA,3,3,NA,2,NA,1,NA,NA,3,3.076923077,4,3,3,1.666666667,0.744061593,0.928214716,-0.409895828
Republican,4,4,3,4,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,1.071428571,1,NA,2,3.5,-1.261432912,-1.573633961,1.894487019
Democrat,2,NA,1,2,4,2,4,1,2,NA,4,2,NA,NA,2,4,4,NA,NA,2.384615385,4,4,4,1,0.051753901,0.064562844,-1.247853227
Republican,4,4,4,4,3,3,4,4,4,NA,4,NA,NA,4,NA,3,NA,3,3,1.357142857,1,NA,2,3.5,-0.975718627,-1.217206205,1.894487019
Democrat,3,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,2,2,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,3,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,NA,3,1.5,0.467138516,0.582753967,-0.619385178
Democrat,2,2,2,3,3,2,1,1,2,2,NA,NA,NA,2,NA,2,NA,2,2,3,4,NA,3,1.5,0.667138516,0.832253397,-0.619385178
Republican,3,4,3,4,4,3,4,4,4,NA,NA,3,NA,NA,NA,4,NA,NA,NA,1.363636364,2,NA,2,3,-0.96922512,-1.209105574,1.26601897
Democrat,2,NA,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,4,3,4,1.333333333,1.000471849,1.248085779,-0.828874527
Democrat,3,NA,1,1,1,3,3,1,2,NA,NA,2,NA,2,3,1,NA,NA,3,3,4,4,3,1.333333333,0.667138516,0.832253397,-0.828874527
Independent,4,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,2,1,2,2,1,1,2,1,NA,2,2,NA,NA,NA,2,NA,3,NA,3.230769231,4,NA,4,1,0.897907747,1.120137354,-1.247853227
Independent,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,NA,4,4,1.25,2,NA,4,2,-1.082861484,-1.350866613,0.009082872
Democrat,1,NA,1,1,NA,1,2,4,1,NA,2,NA,NA,NA,2,1,NA,2,2,3.333333333,4,4,4,1,1.000471849,1.248085779,-1.247853227
Republican,2,NA,4,4,NA,NA,4,4,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1.428571429,1,3,3,2.666666667,-0.904290055,-1.128099266,0.84704027
Democrat,2,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4,NA,3,1.5,0.867138516,1.081752826,-0.619385178
Republican,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,2,-0.332861484,-0.415243752,0.009082872
Democrat,2,NA,1,2,2,3,3,2,3,3,NA,3,NA,3,NA,NA,NA,3,3,2.461538462,4,3,4,1.333333333,0.128676978,0.160524163,-0.828874527
Democrat,2,2,2,3,2,2,2,2,1,NA,2,2,NA,NA,NA,2,3,NA,NA,2.923076923,4,NA,4,1,0.590215439,0.736292077,-1.247853227
Democrat,2,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,2,3.1,4,3,4,1.333333333,0.767138516,0.957003111,-0.828874527
Republican,4,NA,4,3,3,3,3,4,3,NA,3,NA,NA,3,4,4,NA,3,NA,1.615384615,2,3,2,2.666666667,-0.717476868,-0.895050348,0.84704027
Independent,3,3,3,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1.9,3,NA,2,2.5,-0.432861484,-0.539993467,0.637550921
Republican,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,4,4,4,1,1,NA,1,4,-1.332861484,-1.662740901,2.522955068
Republican,4,NA,4,4,4,4,4,4,4,4,NA,NA,4,4,NA,NA,4,NA,4,1,2,4,2,2.333333333,-1.332861484,-1.662740901,0.428061571
Democrat,2,NA,1,1,2,3,3,3,2,3,2,NA,NA,NA,3,2,3,NA,NA,2.692307692,4,3,3,1.666666667,0.359446208,0.44840812,-0.409895828
Independent,2,2,2,3,2,1,2,2,1,NA,NA,3,NA,3,3,NA,3,NA,2,2.785714286,4,NA,4,1,0.452852802,0.564932579,-1.247853227
Republican,4,4,4,3,3,4,4,3,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1.3,1,NA,1,4,-1.032861484,-1.288491756,2.522955068
Independent,4,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,2,NA,2,3,NA,1.75,1,2,3,3,-0.582861484,-0.727118039,1.26601897
Independent,3,NA,3,NA,NA,NA,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,-0.132861484,-0.165744322,NA
Democrat,2,1,2,3,2,3,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,3.090909091,4,NA,4,1,0.758047607,0.945662228,-1.247853227
Republican,3,4,4,3,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.428571429,2,NA,3,2.5,-0.904290055,-1.128099266,0.637550921
Independent,3,4,2,2,NA,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.285714286,2,NA,2,3,-0.047147198,-0.058815995,1.26601897
Independent,2,NA,1,3,2,2,2,2,1,NA,NA,2,NA,NA,NA,3,NA,3,NA,2.909090909,4,2,3,2,0.576229425,0.718844565,0.009082872
Republican,4,NA,4,3,4,4,4,4,4,4,4,NA,NA,4,4,NA,4,NA,NA,1.076923077,1,2,1,3.666666667,-1.255938407,-1.566779582,2.103976369
Republican,3,NA,1,2,2,NA,2,1,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2.875,3,2,3,2.333333333,0.542138516,0.676316253,0.428061571
Independent,2,3,3,3,3,2,4,3,3,NA,NA,NA,2,3,2,NA,NA,3,3,2.214285714,2,NA,3,2.5,-0.11857577,-0.147922934,0.637550921
Democrat,2,NA,1,2,2,2,1,1,2,NA,2,NA,2,2,NA,NA,NA,2,2,3.230769231,4,2,4,1.666666667,0.897907747,1.120137354,-0.409895828
Democrat,2,2,2,2,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,4,NA,2,2,0.667138516,0.832253397,0.009082872
Democrat,3,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.666666667,4,3,3,1.666666667,1.333805183,1.663918162,-0.409895828
Republican,4,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,1.666666667,-1.332861484,-1.662740901,-0.409895828
Independent,2,NA,1,2,4,4,4,2,4,4,3,NA,3,NA,2,2,NA,NA,NA,2.153846154,4,3,3,1.666666667,-0.17901533,-0.223321114,-0.409895828
Democrat,1,NA,1,1,2,2,2,2,1,NA,NA,2,NA,2,NA,2,NA,NA,NA,3.363636364,4,NA,4,1,1.03077488,1.285888723,-1.247853227
Independent,2,NA,1,2,1,1,1,1,1,NA,1,2,NA,2,NA,1,NA,NA,1,3.692307692,4,2,4,1.666666667,1.359446208,1.695905269,-0.409895828
Republican,4,NA,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,2,-1.332861484,-1.662740901,0.009082872
Independent,2,2,2,2,2,1,3,2,2,NA,2,NA,3,NA,NA,NA,NA,NA,1,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,NA,1,4,3,1,2,2,2,NA,NA,2,NA,NA,NA,2,NA,2,NA,2.909090909,4,3,4,1.333333333,0.576229425,0.718844565,-0.828874527
Democrat,3,2,2,2,2,2,NA,1,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,2.888888889,4,NA,3,1.5,0.556027405,0.693642602,-0.619385178
Independent,4,4,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2,NA,4,2,-0.132861484,-0.165744322,0.009082872
Republican,4,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1,3,3,2.666666667,-1.132861484,-1.413241471,0.84704027
Republican,2,3,2,4,2,2,2,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2.7,2,NA,2,3,0.367138516,0.458004252,1.26601897
Democrat,2,2,2,3,3,2,3,1,1,NA,2,NA,2,1,NA,NA,NA,1,NA,3.076923077,4,NA,4,1,0.744061593,0.928214716,-1.247853227
